Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zpox,branch-v5t4,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
4,1709219592115,29/02/2024 15:13:12,1709219591423,2,29/02/2024 17:13:11,143127,17,task-sfst,,35634747,BLIND,10529232,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,430x932,814x347,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,4263,,,2,,0,1,0,,,,,,instructions_Jewish
5,1709219592276,29/02/2024 15:13:12,1709219591426,2,29/02/2024 17:13:11,143127,17,task-sfst,,35634747,BLIND,10529232,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,430x932,814x347,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,4263,,,,,0,1,0,,,,,,instructions_Jewish
6,1709219592276,29/02/2024 15:13:12,1709219591441,2,29/02/2024 17:13:11,143127,17,task-sfst,,35634747,BLIND,10529232,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,430x932,814x347,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,10909,,,,,0,1,0,,,,,,
1,1709225851856,29/02/2024 16:57:31,1709225851607,2,29/02/2024 18:57:31,143127,17,task-sfst,,35642258,BLIND,10530076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1440x900,1440x692,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709225858747,29/02/2024 16:57:38,1709225858529,2,29/02/2024 18:57:38,143127,17,task-sfst,,35642258,BLIND,10530076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1440x900,1440x692,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,6515.600000023842,,,,,0,1,0,,,,,,instructions_Jewish
3,1709225860220,29/02/2024 16:57:40,1709225859792,2,29/02/2024 18:57:39,143127,17,task-sfst,,35642258,BLIND,10530076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1440x900,1440x692,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1250.1000000000004,,,2,,0,1,0,,,,,,instructions_Jewish
4,1709225862313,29/02/2024 16:57:42,1709225861920,2,29/02/2024 18:57:41,143127,17,task-sfst,,35642258,BLIND,10530076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1440x900,1440x692,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3380.6999999284744,,,2,,0,1,0,,,,,,instructions_Jewish
5,1709225862510,29/02/2024 16:57:42,1709225861922,2,29/02/2024 18:57:41,143127,17,task-sfst,,35642258,BLIND,10530076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1440x900,1440x692,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3380.6999999284744,,,,,0,1,0,,,,,,instructions_Jewish
6,1709225862510,29/02/2024 16:57:42,1709225861936,2,29/02/2024 18:57:41,143127,17,task-sfst,,35642258,BLIND,10530076,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1440x900,1440x692,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,10329,,,,,0,1,0,,,,,,
1,1709229298500,29/02/2024 17:54:58,1709229298679,2,29/02/2024 19:54:58,143127,17,task-sfst,,35644635,BLIND,10530576,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1362x766,1362x611,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709229302941,29/02/2024 17:55:02,1709229303158,2,29/02/2024 19:55:03,143127,17,task-sfst,,35644635,BLIND,10530576,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1362x766,1362x611,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4272.399999856949,,,,,0,1,0,,,,,,instructions_Jewish
3,1709229304190,29/02/2024 17:55:04,1709229304421,2,29/02/2024 19:55:04,143127,17,task-sfst,,35644635,BLIND,10530576,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1362x766,1362x611,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1249.8999999999996,,,50,,0,1,0,,,,,,instructions_Jewish
4,1709229306635,29/02/2024 17:55:06,1709229306847,2,29/02/2024 19:55:06,143127,17,task-sfst,,35644635,BLIND,10530576,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1362x766,1362x611,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3682.7000000476837,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709229306750,29/02/2024 17:55:06,1709229306848,2,29/02/2024 19:55:06,143127,17,task-sfst,,35644635,BLIND,10530576,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1362x766,1362x611,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3682.7000000476837,,,,,0,1,0,,,,,,instructions_Jewish
6,1709229306750,29/02/2024 17:55:06,1709229306866,2,29/02/2024 19:55:06,143127,17,task-sfst,,35644635,BLIND,10530576,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1362x766,1362x611,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,8187,,,,,0,1,0,,,,,,
1,1709225800943,29/02/2024 16:56:40,1709225800825,2,29/02/2024 18:56:40,143127,17,task-sfst,,35642190,BLIND,10530858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1536x730,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709225806055,29/02/2024 16:56:46,1709225805953,2,29/02/2024 18:56:45,143127,17,task-sfst,,35642190,BLIND,10530858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x730,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,3724.5,,,,,0,1,0,,,,,,instructions_Jewish
3,1709225809606,29/02/2024 16:56:49,1709225809498,2,29/02/2024 18:56:49,143127,17,task-sfst,,35642190,BLIND,10530858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x730,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,3550.6000000000004,,,4,,0,1,0,,,,,,instructions_Jewish
4,1709225811271,29/02/2024 16:56:51,1709225811183,2,29/02/2024 18:56:51,143127,17,task-sfst,,35642190,BLIND,10530858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x730,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,5223,,,3,,0,1,0,,,,,,instructions_Jewish
5,1709225811452,29/02/2024 16:56:51,1709225811184,2,29/02/2024 18:56:51,143127,17,task-sfst,,35642190,BLIND,10530858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x730,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,5223,,,,,0,1,0,,,,,,instructions_Jewish
6,1709225811452,29/02/2024 16:56:51,1709225811198,2,29/02/2024 18:56:51,143127,17,task-sfst,,35642190,BLIND,10530858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1536x864,1519x730,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,10373,,,,,0,1,0,,,,,,
1,1709229337779,29/02/2024 17:55:37,1709229338008,2,29/02/2024 19:55:38,143127,17,task-sfst,,35644658,BLIND,10531834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1745x828,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709229342800,29/02/2024 17:55:42,1709229342814,2,29/02/2024 19:55:42,143127,17,task-sfst,,35644658,BLIND,10531834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1745x828,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4476.900000095367,,,,,0,1,0,,,,,,instructions_Jewish
3,1709229343939,29/02/2024 17:55:43,1709229344158,2,29/02/2024 19:55:44,143127,17,task-sfst,,35644658,BLIND,10531834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1745x828,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1333.7000000000007,,,2,,0,1,0,,,,,,instructions_Jewish
4,1709229345864,29/02/2024 17:55:45,1709229346170,2,29/02/2024 19:55:46,143127,17,task-sfst,,35644658,BLIND,10531834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1745x828,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3348.4000000953674,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709229346110,29/02/2024 17:55:46,1709229346170,2,29/02/2024 19:55:46,143127,17,task-sfst,,35644658,BLIND,10531834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1745x828,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3348.4000000953674,,,,,0,1,0,,,,,,instructions_Jewish
6,1709229346110,29/02/2024 17:55:46,1709229346179,2,29/02/2024 19:55:46,143127,17,task-sfst,,35644658,BLIND,10531834,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1920x1080,1745x828,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,8171,,,,,0,1,0,,,,,,
1,1709124763264,28/02/2024 12:52:43,1709124760624,2,28/02/2024 14:52:40,143127,17,task-sfst,,35586351,BLIND,10514858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x919,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709124773500,28/02/2024 12:52:53,1709124770907,2,28/02/2024 14:52:50,143127,17,task-sfst,,35586351,BLIND,10514858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x919,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,10018.40000000596,,,,,0,1,0,,,,,,instructions_Jewish
3,1709124774949,28/02/2024 12:52:54,1709124772345,2,28/02/2024 14:52:52,143127,17,task-sfst,,35586351,BLIND,10514858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x919,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1433.2000000000007,,,3,,0,1,0,,,,,,instructions_Jewish
4,1709124776241,28/02/2024 12:52:56,1709124773643,2,28/02/2024 14:52:53,143127,17,task-sfst,,35586351,BLIND,10514858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x919,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2730.5,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709124776352,28/02/2024 12:52:56,1709124773644,2,28/02/2024 14:52:53,143127,17,task-sfst,,35586351,BLIND,10514858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x919,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2730.5,,,,,0,1,0,,,,,,instructions_Jewish
6,1709124776352,28/02/2024 12:52:56,1709124773652,2,28/02/2024 14:52:53,143127,17,task-sfst,,35586351,BLIND,10514858,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x919,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,13028,,,,,0,1,0,,,,,,
1,1709126352237,28/02/2024 13:19:12,1709126353808,2,28/02/2024 15:19:13,143127,17,task-sfst,,35587310,BLIND,10515072,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709126357792,28/02/2024 13:19:17,1709126359117,2,28/02/2024 15:19:19,143127,17,task-sfst,,35587310,BLIND,10515072,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4035.600000023842,,,,,0,1,0,,,,,,instructions_Jewish
3,1709126363284,28/02/2024 13:19:23,1709126364906,2,28/02/2024 15:19:24,143127,17,task-sfst,,35587310,BLIND,10515072,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,5747.099999999999,,,14,,0,1,0,,,,,,instructions_Jewish
4,1709126364800,28/02/2024 13:19:24,1709126366017,2,28/02/2024 15:19:26,143127,17,task-sfst,,35587310,BLIND,10515072,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,6866.699999988079,,,14,,0,1,0,,,,,,instructions_Jewish
5,1709126364920,28/02/2024 13:19:24,1709126366020,2,28/02/2024 15:19:26,143127,17,task-sfst,,35587310,BLIND,10515072,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,6866.699999988079,,,,,0,1,0,,,,,,instructions_Jewish
6,1709126364920,28/02/2024 13:19:24,1709126366074,2,28/02/2024 15:19:26,143127,17,task-sfst,,35587310,BLIND,10515072,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,12266,,,,,0,1,0,,,,,,
1,1709128155050,28/02/2024 13:49:15,1709128155347,2,28/02/2024 15:49:15,143127,17,task-sfst,,35588278,BLIND,10515193,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 114.0.0.0,873x393,980x378,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709128160020,28/02/2024 13:49:20,1709128160349,2,28/02/2024 15:49:20,143127,17,task-sfst,,35588278,BLIND,10515193,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 114.0.0.0,873x393,980x378,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4550.800000190735,,,,,0,1,0,,,,,,instructions_Jewish
3,1709128160869,28/02/2024 13:49:20,1709128161209,2,28/02/2024 15:49:21,143127,17,task-sfst,,35588278,BLIND,10515193,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 114.0.0.0,873x393,980x378,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,845.0479999999998,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709128163154,28/02/2024 13:49:23,1709128163503,2,28/02/2024 15:49:23,143127,17,task-sfst,,35588278,BLIND,10515193,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 114.0.0.0,873x393,980x378,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3107.300000190735,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709128163328,28/02/2024 13:49:23,1709128163507,2,28/02/2024 15:49:23,143127,17,task-sfst,,35588278,BLIND,10515193,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 114.0.0.0,873x393,980x378,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3107.300000190735,,,,,0,1,0,,,,,,instructions_Jewish
6,1709128163328,28/02/2024 13:49:23,1709128163557,2,28/02/2024 15:49:23,143127,17,task-sfst,,35588278,BLIND,10515193,,complete,,,computer,Desktop or Laptop,Linux x86_64,Chrome 114.0.0.0,873x393,980x378,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,8210,,,,,0,1,0,,,,,,
1,1709127046921,28/02/2024 13:30:46,1709127046817,2,28/02/2024 15:30:46,143127,17,task-sfst,,35587674,BLIND,10515201,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1470x956,1470x840,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709127065898,28/02/2024 13:31:05,1709127065803,2,28/02/2024 15:31:05,143127,17,task-sfst,,35587674,BLIND,10515201,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1470x956,1470x840,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,18627,,,,,0,1,0,,,,,,instructions_Jewish
3,1709127069010,28/02/2024 13:31:09,1709127068937,2,28/02/2024 15:31:08,143127,17,task-sfst,,35587674,BLIND,10515201,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1470x956,1470x840,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,3133,,,2,,0,1,0,,,,,,instructions_Jewish
4,1709127070271,28/02/2024 13:31:10,1709127070196,2,28/02/2024 15:31:10,143127,17,task-sfst,,35587674,BLIND,10515201,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1470x956,1470x840,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,4377,,,2,,0,1,0,,,,,,instructions_Jewish
5,1709127070363,28/02/2024 13:31:10,1709127070198,2,28/02/2024 15:31:10,143127,17,task-sfst,,35587674,BLIND,10515201,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1470x956,1470x840,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,4377,,,,,0,1,0,,,,,,instructions_Jewish
6,1709127070363,28/02/2024 13:31:10,1709127070212,2,28/02/2024 15:31:10,143127,17,task-sfst,,35587674,BLIND,10515201,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 15.6,1470x956,1470x840,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,23395,,,,,0,1,0,,,,,,
1,1709127185422,28/02/2024 13:33:05,1709127185177,2,28/02/2024 15:33:05,143127,17,task-sfst,,35587745,BLIND,10515243,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,428x926,832x384,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709127194791,28/02/2024 13:33:14,1709127194597,2,28/02/2024 15:33:14,143127,17,task-sfst,,35587745,BLIND,10515243,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,428x926,832x384,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,8627.000000000002,,,,,0,1,0,,,,,,instructions_Jewish
3,1709127196379,28/02/2024 13:33:16,1709127196169,2,28/02/2024 15:33:16,143127,17,task-sfst,,35587745,BLIND,10515243,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,428x926,832x384,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1569,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709127199580,28/02/2024 13:33:19,1709127199391,2,28/02/2024 15:33:19,143127,17,task-sfst,,35587745,BLIND,10515243,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,428x926,832x384,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,4766,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709127199752,28/02/2024 13:33:19,1709127199393,2,28/02/2024 15:33:19,143127,17,task-sfst,,35587745,BLIND,10515243,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,428x926,832x384,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,4766,,,,,0,1,0,,,,,,instructions_Jewish
6,1709127199752,28/02/2024 13:33:19,1709127199411,2,28/02/2024 15:33:19,143127,17,task-sfst,,35587745,BLIND,10515243,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,428x926,832x384,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,14234,,,,,0,1,0,,,,,,
1,1709127314587,28/02/2024 13:35:14,1709127314457,2,28/02/2024 15:35:14,143127,17,task-sfst,,35587827,BLIND,10515319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,795x307,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709127318612,28/02/2024 13:35:18,1709127318481,2,28/02/2024 15:35:18,143127,17,task-sfst,,35587827,BLIND,10515319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,795x307,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,3814.2999999523163,,,,,0,1,0,,,,,,instructions_Jewish
3,1709127319599,28/02/2024 13:35:19,1709127319511,2,28/02/2024 15:35:19,143127,17,task-sfst,,35587827,BLIND,10515319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,795x307,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1020.8000000000002,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709127321095,28/02/2024 13:35:21,1709127320999,2,28/02/2024 15:35:20,143127,17,task-sfst,,35587827,BLIND,10515319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,795x307,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2501.600000023842,,,0,,0,1,0,,,,,,instructions_Jewish
