Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zpox,branch-v5t4,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
2,1709148405021,28/02/2024 19:26:45,1709148404034,2,28/02/2024 21:26:44,143127,17,task-sfst,,35600954,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,4961.699999988079,,,,,0,1,0,,,,,,instructions_Jewish
3,1709148406224,28/02/2024 19:26:46,1709148405199,2,28/02/2024 21:26:45,143127,17,task-sfst,,35600954,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1164.8999999999996,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709148407086,28/02/2024 19:26:47,1709148406086,2,28/02/2024 21:26:46,143127,17,task-sfst,,35600954,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2012.300000011921,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709148407215,28/02/2024 19:26:47,1709148406087,2,28/02/2024 21:26:46,143127,17,task-sfst,,35600954,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2012.300000011921,,,,,0,1,0,,,,,,instructions_Jewish
6,1709148407215,28/02/2024 19:26:47,1709148406131,2,28/02/2024 21:26:46,143127,17,task-sfst,,35600954,BLIND,10519319,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,938x412,861x327,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,7382,,,,,0,1,0,,,,,,
1,1709152631593,28/02/2024 20:37:11,1709152631042,2,28/02/2024 22:37:11,143127,17,task-sfst,,35602886,BLIND,10520066,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709152632546,28/02/2024 20:37:12,1709152631986,2,28/02/2024 22:37:11,143127,17,task-sfst,,35602886,BLIND,10520066,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,726.5,,,,,0,1,0,,,,,,instructions_Jewish
3,1709152633631,28/02/2024 20:37:13,1709152633119,2,28/02/2024 22:37:13,143127,17,task-sfst,,35602886,BLIND,10520066,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1136.1,,,14,,0,1,0,,,,,,instructions_Jewish
4,1709152633983,28/02/2024 20:37:13,1709152633446,2,28/02/2024 22:37:13,143127,17,task-sfst,,35602886,BLIND,10520066,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,1406.7000000029802,,,14,,0,1,0,,,,,,instructions_Jewish
5,1709152634239,28/02/2024 20:37:14,1709152633453,2,28/02/2024 22:37:13,143127,17,task-sfst,,35602886,BLIND,10520066,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,1406.7000000029802,,,,,0,1,0,,,,,,instructions_Jewish
6,1709152634239,28/02/2024 20:37:14,1709152633534,2,28/02/2024 22:37:13,143127,17,task-sfst,,35602886,BLIND,10520066,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,2492,,,,,0,1,0,,,,,,
1,1709156769429,28/02/2024 21:46:09,1709156768172,2,28/02/2024 23:46:08,143127,17,task-sfst,,35604899,BLIND,10520416,,complete,,,mobile,Samsung SM-A525F,Android 12,Samsung Browser 23.0,915x412,833x340,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709156775374,28/02/2024 21:46:15,1709156774172,2,28/02/2024 23:46:14,143127,17,task-sfst,,35604899,BLIND,10520416,,complete,,,mobile,Samsung SM-A525F,Android 12,Samsung Browser 23.0,915x412,833x340,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,5684.29999999702,,,,,0,1,0,,,,,,instructions_Jewish
3,1709156776434,28/02/2024 21:46:16,1709156775237,2,28/02/2024 23:46:15,143127,17,task-sfst,,35604899,BLIND,10520416,,complete,,,mobile,Samsung SM-A525F,Android 12,Samsung Browser 23.0,915x412,833x340,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1081.633999999999,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709156778077,28/02/2024 21:46:18,1709156776886,2,28/02/2024 23:46:16,143127,17,task-sfst,,35604899,BLIND,10520416,,complete,,,mobile,Samsung SM-A525F,Android 12,Samsung Browser 23.0,915x412,833x340,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2627.2000000029802,,,3,,0,1,0,,,,,,instructions_Jewish
5,1709156778226,28/02/2024 21:46:18,1709156776890,2,28/02/2024 23:46:16,143127,17,task-sfst,,35604899,BLIND,10520416,,complete,,,mobile,Samsung SM-A525F,Android 12,Samsung Browser 23.0,915x412,833x340,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2627.2000000029802,,,,,0,1,0,,,,,,instructions_Jewish
6,1709156778226,28/02/2024 21:46:18,1709156776963,2,28/02/2024 23:46:16,143127,17,task-sfst,,35604899,BLIND,10520416,,complete,,,mobile,Samsung SM-A525F,Android 12,Samsung Browser 23.0,915x412,833x340,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,8791,,,,,0,1,0,,,,,,
1,1709160317979,28/02/2024 22:45:17,1709160317285,2,29/02/2024 00:45:17,143127,17,task-sfst,,35606181,BLIND,10520738,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,854x384,823x289,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709160327947,28/02/2024 22:45:27,1709160327305,2,29/02/2024 00:45:27,143127,17,task-sfst,,35606181,BLIND,10520738,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,854x384,823x289,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,9840,,,,,0,1,0,,,,,,instructions_Jewish
3,1709160329902,28/02/2024 22:45:29,1709160329237,2,29/02/2024 00:45:29,143127,17,task-sfst,,35606181,BLIND,10520738,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,854x384,823x289,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1947,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709160330514,28/02/2024 22:45:30,1709160329877,2,29/02/2024 00:45:29,143127,17,task-sfst,,35606181,BLIND,10520738,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,854x384,823x289,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,2532.899999976158,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709160330650,28/02/2024 22:45:30,1709160329881,2,29/02/2024 00:45:29,143127,17,task-sfst,,35606181,BLIND,10520738,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,854x384,823x289,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,2532.899999976158,,,,,0,1,0,,,,,,instructions_Jewish
6,1709160330650,28/02/2024 22:45:30,1709160329924,2,29/02/2024 00:45:29,143127,17,task-sfst,,35606181,BLIND,10520738,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,854x384,823x289,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,12639,,,,,0,1,0,,,,,,
1,1709182983225,29/02/2024 05:03:03,1709182982064,2,29/02/2024 07:03:02,143127,17,task-sfst,,35610734,BLIND,10522475,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709182985196,29/02/2024 05:03:05,1709182984081,2,29/02/2024 07:03:04,143127,17,task-sfst,,35610734,BLIND,10522475,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,1897.4000005722046,,,,,0,1,0,,,,,,instructions_Jewish
3,1709182986407,29/02/2024 05:03:06,1709182985270,2,29/02/2024 07:03:05,143127,17,task-sfst,,35610734,BLIND,10522475,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1182.0000000000005,,,12,,0,1,0,,,,,,instructions_Jewish
4,1709182987121,29/02/2024 05:03:07,1709182986016,2,29/02/2024 07:03:06,143127,17,task-sfst,,35610734,BLIND,10522475,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,1923.5,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709182987256,29/02/2024 05:03:07,1709182986017,2,29/02/2024 07:03:06,143127,17,task-sfst,,35610734,BLIND,10522475,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,1923.5,,,,,0,1,0,,,,,,instructions_Jewish
6,1709182987256,29/02/2024 05:03:07,1709182986042,2,29/02/2024 07:03:06,143127,17,task-sfst,,35610734,BLIND,10522475,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1366x768,1366x607,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,3978,,,,,0,1,0,,,,,,
1,1709184879497,29/02/2024 05:34:39,1709184879317,2,29/02/2024 07:34:39,143127,17,task-sfst,,35610917,BLIND,10522523,,complete,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2,390x844,750x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709184882921,29/02/2024 05:34:42,1709184882802,2,29/02/2024 07:34:42,143127,17,task-sfst,,35610917,BLIND,10522523,,complete,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2,390x844,750x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,3237,,,,,0,1,0,,,,,,instructions_Jewish
3,1709184885414,29/02/2024 05:34:45,1709184885249,2,29/02/2024 07:34:45,143127,17,task-sfst,,35610917,BLIND,10522523,,complete,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2,390x844,750x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,2437,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709184886096,29/02/2024 05:34:46,1709184885974,2,29/02/2024 07:34:45,143127,17,task-sfst,,35610917,BLIND,10522523,,complete,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2,390x844,750x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,3148,,,74,,0,1,0,,,,,,instructions_Jewish
5,1709184886285,29/02/2024 05:34:46,1709184885977,2,29/02/2024 07:34:45,143127,17,task-sfst,,35610917,BLIND,10522523,,complete,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2,390x844,750x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,3148,,,,,0,1,0,,,,,,instructions_Jewish
6,1709184886285,29/02/2024 05:34:46,1709184885996,2,29/02/2024 07:34:45,143127,17,task-sfst,,35610917,BLIND,10522523,,complete,,,mobile,Apple iPhone,iOS 17.2.1,Mobile Safari 17.2,390x844,750x342,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,END TASK,,,,,6679,,,,,0,1,0,,,,,,
1,1709187619559,29/02/2024 06:20:19,1709187618847,2,29/02/2024 08:20:18,143127,17,task-sfst,,35611205,BLIND,10522561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x911,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709187638696,29/02/2024 06:20:38,1709187638028,2,29/02/2024 08:20:38,143127,17,task-sfst,,35611205,BLIND,10522561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x911,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,19044.299999952316,,,,,0,1,0,,,,,,instructions_Jewish
3,1709187642456,29/02/2024 06:20:42,1709187641778,2,29/02/2024 08:20:41,143127,17,task-sfst,,35611205,BLIND,10522561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x911,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,3733.2000000000007,,,4,,0,1,0,,,,,,instructions_Jewish
4,1709187645247,29/02/2024 06:20:45,1709187644580,2,29/02/2024 08:20:44,143127,17,task-sfst,,35611205,BLIND,10522561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x911,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,6545.399999976158,,,12,,0,1,0,,,,,,instructions_Jewish
5,1709187645353,29/02/2024 06:20:45,1709187644580,2,29/02/2024 08:20:44,143127,17,task-sfst,,35611205,BLIND,10522561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x911,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,6545.399999976158,,,,,0,1,0,,,,,,instructions_Jewish
6,1709187645353,29/02/2024 06:20:45,1709187644590,2,29/02/2024 08:20:44,143127,17,task-sfst,,35611205,BLIND,10522561,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x911,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,25743,,,,,0,1,0,,,,,,
1,1709215093333,29/02/2024 13:58:13,1709215093089,2,29/02/2024 15:58:13,143127,17,task-sfst,,35630017,BLIND,10528079,,complete,,,mobile,Apple iPhone,iOS 17.3,Chrome 122.0.6261.62,390x844,750x334,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709215096174,29/02/2024 13:58:16,1709215095971,2,29/02/2024 15:58:15,143127,17,task-sfst,,35630017,BLIND,10528079,,complete,,,mobile,Apple iPhone,iOS 17.3,Chrome 122.0.6261.62,390x844,750x334,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,2582,,,,,0,1,0,,,,,,instructions_Jewish
3,1709215096926,29/02/2024 13:58:16,1709215096704,2,29/02/2024 15:58:16,143127,17,task-sfst,,35630017,BLIND,10528079,,complete,,,mobile,Apple iPhone,iOS 17.3,Chrome 122.0.6261.62,390x844,750x334,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,733,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709215097826,29/02/2024 13:58:17,1709215097606,2,29/02/2024 15:58:17,143127,17,task-sfst,,35630017,BLIND,10528079,,complete,,,mobile,Apple iPhone,iOS 17.3,Chrome 122.0.6261.62,390x844,750x334,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,1608,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709215097950,29/02/2024 13:58:17,1709215097608,2,29/02/2024 15:58:17,143127,17,task-sfst,,35630017,BLIND,10528079,,complete,,,mobile,Apple iPhone,iOS 17.3,Chrome 122.0.6261.62,390x844,750x334,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,1608,,,,,0,1,0,,,,,,instructions_Jewish
6,1709215097950,29/02/2024 13:58:17,1709215097624,2,29/02/2024 15:58:17,143127,17,task-sfst,,35630017,BLIND,10528079,,complete,,,mobile,Apple iPhone,iOS 17.3,Chrome 122.0.6261.62,390x844,750x334,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,4535,,,,,0,1,0,,,,,,
1,1709216708522,29/02/2024 14:25:08,1709216921124,2,29/02/2024 16:28:41,143127,17,task-sfst,,35631949,BLIND,10528402,,complete,,,mobile,undefined K,Android 10,Chrome 121.0.0.0,846x412,798x328,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709216717529,29/02/2024 14:25:17,1709216930185,2,29/02/2024 16:28:50,143127,17,task-sfst,,35631949,BLIND,10528402,,complete,,,mobile,undefined K,Android 10,Chrome 121.0.0.0,846x412,798x328,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,8731.800000190735,,,,,0,1,0,,,,,,instructions_Jewish
3,1709216718421,29/02/2024 14:25:18,1709216931063,2,29/02/2024 16:28:51,143127,17,task-sfst,,35631949,BLIND,10528402,,complete,,,mobile,undefined K,Android 10,Chrome 121.0.0.0,846x412,798x328,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,866.9000000000015,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709216718919,29/02/2024 14:25:18,1709216931565,2,29/02/2024 16:28:51,143127,17,task-sfst,,35631949,BLIND,10528402,,complete,,,mobile,undefined K,Android 10,Chrome 121.0.0.0,846x412,798x328,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,1324.5999999046326,,,43,,0,1,0,,,,,,instructions_Jewish
5,1709216719109,29/02/2024 14:25:19,1709216931568,2,29/02/2024 16:28:51,143127,17,task-sfst,,35631949,BLIND,10528402,,complete,,,mobile,undefined K,Android 10,Chrome 121.0.0.0,846x412,798x328,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,1324.5999999046326,,,,,0,1,0,,,,,,instructions_Jewish
6,1709216719109,29/02/2024 14:25:19,1709216931622,2,29/02/2024 16:28:51,143127,17,task-sfst,,35631949,BLIND,10528402,,complete,,,mobile,undefined K,Android 10,Chrome 121.0.0.0,846x412,798x328,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,10498,,,,,0,1,0,,,,,,
1,1709217273243,29/02/2024 14:34:33,1709217444365,2,29/02/2024 16:37:24,143127,17,task-sfst,,35632562,BLIND,10528576,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709217279981,29/02/2024 14:34:39,1709217451138,2,29/02/2024 16:37:31,143127,17,task-sfst,,35632562,BLIND,10528576,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,6620.5,,,,,0,1,0,,,,,,instructions_Jewish
3,1709217281652,29/02/2024 14:34:41,1709217452820,2,29/02/2024 16:37:32,143127,17,task-sfst,,35632562,BLIND,10528576,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1687.300000000001,,,0,,0,1,0,,,,,,instructions_Jewish
4,1709217286270,29/02/2024 14:34:46,1709217457415,2,29/02/2024 16:37:37,143127,17,task-sfst,,35632562,BLIND,10528576,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_endValue,6252.899999976158,,,0,,0,1,0,,,,,,instructions_Jewish
5,1709217286417,29/02/2024 14:34:46,1709217457418,2,29/02/2024 16:37:37,143127,17,task-sfst,,35632562,BLIND,10528576,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone4,continue_button,6252.899999976158,,,,,0,1,0,,,,,,instructions_Jewish
6,1709217286417,29/02/2024 14:34:46,1709217457449,2,29/02/2024 16:37:37,143127,17,task-sfst,,35632562,BLIND,10528576,,complete,,,mobile,undefined K,Android 10,Chrome 122.0.0.0,873x393,792x303,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Jewish_First,accepted,Spreadsheet1,,,END TASK,,,,,13084,,,,,0,1,0,,,,,,
1,1709219580780,29/02/2024 15:13:00,1709219580532,2,29/02/2024 17:13:00,143127,17,task-sfst,,35634747,BLIND,10529232,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,430x932,814x347,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1709219587795,29/02/2024 15:13:07,1709219587138,2,29/02/2024 17:13:07,143127,17,task-sfst,,35634747,BLIND,10529232,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,430x932,814x347,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,6062,,,,,0,1,0,,,,,,instructions_Jewish
3,1709219589339,29/02/2024 15:13:09,1709219589094,2,29/02/2024 17:13:09,143127,17,task-sfst,,35634747,BLIND,10529232,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,430x932,814x347,,,,attentioncheck_Group_categorization_JewishFirst_pilot_2,2,Arab_First,accepted,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,Zone3,response_slider_firstInteraction,1957,,,2,,0,1,0,,,,,,instructions_Jewish
