Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zpox,branch-v5t4,Randomise questionnaire elements?,Question Key,Response
21,1.70913E+12,28/02/2024 14:32,1.70913E+12,2,28/02/2024 16:32,143127,17,questionnaire-jj6n,,35589741,BLIND,10515998,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,Demographics_ex1,7,Jewish_First,accepted,No,END QUESTIONNAIRE,33626
1,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,724x331,,,,Demographics_ex1,7,Jewish_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,age,מעדיפ/ה לא לענות
3,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,age-quantised,1
4,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender,אישה
5,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-quantised,2
6,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-text,
7,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-text,
9,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity,2
10,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity-quantised,2
11,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,education,השלמתי בית ספר תיכון
12,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,education-quantised,4
13,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,language ,כן
14,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,language -quantised,1
15,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision,ראייה מתוקנת (משקפיים/עדשות)
16,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision-quantised,2
17,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,children,0
18,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES,7
19,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES-quantised,4
20,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,response-7,
21,1.70913E+12,28/02/2024 14:42,1.70913E+12,2,28/02/2024 16:42,143127,17,questionnaire-jj6n,,35590124,BLIND,10516095,,complete,,,mobile,Apple iPhone,iOS 17.3.1,Mobile Safari 17.3.1,375x812,375x646,,,,Demographics_ex1,7,Jewish_First,accepted,No,END QUESTIONNAIRE,28880
1,1.70913E+12,28/02/2024 14:59,1.70913E+12,2,28/02/2024 16:59,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,age,18
3,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,age-quantised,2
4,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,gender,גבר
5,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-quantised,1
6,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-text,
7,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-4,יהודי/ת
9,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-text,
10,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity,7
11,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity-quantised,7
12,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,education,השלמתי בית ספר תיכון
13,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,education-quantised,4
14,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,language ,כן
15,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,language -quantised,1
16,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,vision,ראייה מתוקנת (משקפיים/עדשות)
17,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,vision-quantised,2
18,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,children,0
19,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES,6
20,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES-quantised,5
21,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,response-7,
22,1.70913E+12,28/02/2024 15:01,1.70913E+12,2,28/02/2024 17:01,143127,17,questionnaire-jj6n,,35590717,BLIND,10516258,,complete,,,mobile,Apple iPhone,iOS 15.1,Mobile Safari 15.1,414x896,800x331,,,,Demographics_ex1,7,Arab_First,accepted,No,END QUESTIONNAIRE,90466
1,1.70913E+12,28/02/2024 15:03,1.70913E+12,2,28/02/2024 17:03,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,age,18
3,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,age-quantised,2
4,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,gender,גבר
5,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-quantised,1
6,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,gender-text,
7,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-4,יהודי/ת
9,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,ethnic-text,
10,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity,3
11,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,religiosity-quantised,3
12,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,education,השלמתי בית ספר תיכון
13,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,education-quantised,4
14,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,language ,כן
15,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,language -quantised,1
16,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,vision,ראייה מתוקנת (משקפיים/עדשות)
17,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,vision-quantised,2
18,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,children,0
19,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES,7
20,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,scale_of_SES-quantised,4
21,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,response-7,
22,1.70913E+12,28/02/2024 15:04,1.70913E+12,2,28/02/2024 17:04,143127,17,questionnaire-jj6n,,35590857,BLIND,10516270,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1920x1080,1920x953,,,,Demographics_ex1,7,Arab_First,accepted,No,END QUESTIONNAIRE,79870
1,1.70913E+12,28/02/2024 15:02,1.70913E+12,2,28/02/2024 17:02,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,BEGIN QUESTIONNAIRE,
2,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,age,30
3,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,age-quantised,14
4,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender,גבר
5,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-quantised,1
6,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,gender-text,
7,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-1,ישראלי/ת
8,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-4,יהודי/ת
9,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-8,חרד/ית
10,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,ethnic-text,
11,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity,10
12,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,religiosity-quantised,10
13,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,education,השלמתי בית ספר יסודי
14,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,education-quantised,2
15,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,language ,כן
16,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,language -quantised,1
17,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision,כן
18,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,vision-quantised,1
19,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,children,3
20,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES,5
21,1.70913E+12,28/02/2024 15:07,1.70913E+12,2,28/02/2024 17:07,143127,17,questionnaire-jj6n,,35590834,BLIND,10516302,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 121.0.0.0,1536x864,1536x703,,,,Demographics_ex1,7,Jewish_First,accepted,No,scale_of_SES-quantised,6
