Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-1j1y,branch-78ow,branch-dh4q,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
1,1716201120688,20/05/2024 10:32:00,1716211920688,3,20/05/2024 16:32:00,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716201122192,20/05/2024 10:32:02,1716211922192,3,20/05/2024 16:32:02,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716201128832,20/05/2024 10:32:08,1716211928832,3,20/05/2024 16:32:08,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716201128834,20/05/2024 10:32:08,1716211928834,3,20/05/2024 16:32:08,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716201141040,20/05/2024 10:32:21,1716211941040,3,20/05/2024 16:32:21,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,50,,,Thermometer,1,object-4
6,1716201141041,20/05/2024 10:32:21,1716211941041,3,20/05/2024 16:32:21,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,77,,,jews,3,object-10
7,1716201141041,20/05/2024 10:32:21,1716211941041,3,20/05/2024 16:32:21,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,75,,,arabs,4,object-11
8,1716201141041,20/05/2024 10:32:21,1716211941041,3,20/05/2024 16:32:21,142922,38,questionnaire-qwx3,,37743719,BLIND,11118127,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716204635904,20/05/2024 11:30:35,1716215435904,3,20/05/2024 17:30:35,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716204637224,20/05/2024 11:30:37,1716215437224,3,20/05/2024 17:30:37,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716204643967,20/05/2024 11:30:43,1716215443967,3,20/05/2024 17:30:43,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716204643969,20/05/2024 11:30:43,1716215443969,3,20/05/2024 17:30:43,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716204658463,20/05/2024 11:30:58,1716215458463,3,20/05/2024 17:30:58,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,46,,,Thermometer,1,object-4
6,1716204658463,20/05/2024 11:30:58,1716215458463,3,20/05/2024 17:30:58,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716204658463,20/05/2024 11:30:58,1716215458463,3,20/05/2024 17:30:58,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,65,,,arabs,4,object-11
8,1716204658463,20/05/2024 11:30:58,1716215458463,3,20/05/2024 17:30:58,142922,38,questionnaire-qwx3,,37745553,BLIND,11118165,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,2133x1021,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716202727527,20/05/2024 10:58:47,1716213527527,3,20/05/2024 16:58:47,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716202732642,20/05/2024 10:58:52,1716213532642,3,20/05/2024 16:58:52,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716202737836,20/05/2024 10:58:57,1716213537836,3,20/05/2024 16:58:57,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716202737838,20/05/2024 10:58:57,1716213537838,3,20/05/2024 16:58:57,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716202748333,20/05/2024 10:59:08,1716213548333,3,20/05/2024 16:59:08,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,96,,,Thermometer,1,object-4
6,1716202748333,20/05/2024 10:59:08,1716213548333,3,20/05/2024 16:59:08,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716202748333,20/05/2024 10:59:08,1716213548333,3,20/05/2024 16:59:08,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,0,,,arabs,4,object-11
8,1716202748333,20/05/2024 10:59:08,1716213548333,3,20/05/2024 16:59:08,142922,38,questionnaire-qwx3,,37744592,BLIND,11118325,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716203668636,20/05/2024 11:14:28,1716214468636,3,20/05/2024 17:14:28,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716203671586,20/05/2024 11:14:31,1716214471586,3,20/05/2024 17:14:31,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716203675585,20/05/2024 11:14:35,1716214475585,3,20/05/2024 17:14:35,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716203675587,20/05/2024 11:14:35,1716214475587,3,20/05/2024 17:14:35,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716203705972,20/05/2024 11:15:05,1716214505972,3,20/05/2024 17:15:05,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,8,,,Thermometer,1,object-4
6,1716203705972,20/05/2024 11:15:05,1716214505972,3,20/05/2024 17:15:05,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,17,,,arabs,4,object-11
7,1716203705972,20/05/2024 11:15:05,1716214505972,3,20/05/2024 17:15:05,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,67,,,jews,3,object-10
8,1716203705973,20/05/2024 11:15:05,1716214505973,3,20/05/2024 17:15:05,142922,38,questionnaire-qwx3,,37745140,BLIND,11118354,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716204620687,20/05/2024 11:30:20,1716215420687,3,20/05/2024 17:30:20,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716204629764,20/05/2024 11:30:29,1716215429764,3,20/05/2024 17:30:29,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716204634086,20/05/2024 11:30:34,1716215434086,3,20/05/2024 17:30:34,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716204634088,20/05/2024 11:30:34,1716215434088,3,20/05/2024 17:30:34,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716204640844,20/05/2024 11:30:40,1716215440844,3,20/05/2024 17:30:40,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,,,,Thermometer,1,object-4
6,1716204640844,20/05/2024 11:30:40,1716215440844,3,20/05/2024 17:30:40,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,47,,,jews,3,object-10
7,1716204640844,20/05/2024 11:30:40,1716215440844,3,20/05/2024 17:30:40,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,55,,,arabs,4,object-11
8,1716204640845,20/05/2024 11:30:40,1716215440845,3,20/05/2024 17:30:40,142922,38,questionnaire-qwx3,,37745531,BLIND,11118543,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716206746276,20/05/2024 12:05:46,1716217546276,3,20/05/2024 18:05:46,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716206748737,20/05/2024 12:05:48,1716217548737,3,20/05/2024 18:05:48,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716206754799,20/05/2024 12:05:54,1716217554799,3,20/05/2024 18:05:54,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716206754802,20/05/2024 12:05:54,1716217554802,3,20/05/2024 18:05:54,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716206782005,20/05/2024 12:06:22,1716217582005,3,20/05/2024 18:06:22,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,75,,,Thermometer,1,object-4
6,1716206782006,20/05/2024 12:06:22,1716217582006,3,20/05/2024 18:06:22,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716206782006,20/05/2024 12:06:22,1716217582006,3,20/05/2024 18:06:22,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,arabs,4,object-11
8,1716206782006,20/05/2024 12:06:22,1716217582006,3,20/05/2024 18:06:22,142922,38,questionnaire-qwx3,,37746450,BLIND,11118763,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716209548029,20/05/2024 12:52:28,1716220348029,3,20/05/2024 18:52:28,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716209550655,20/05/2024 12:52:30,1716220350655,3,20/05/2024 18:52:30,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716209562095,20/05/2024 12:52:42,1716220362095,3,20/05/2024 18:52:42,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716209562096,20/05/2024 12:52:42,1716220362096,3,20/05/2024 18:52:42,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716209601206,20/05/2024 12:53:21,1716220401206,3,20/05/2024 18:53:21,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,21,,,Thermometer,1,object-4
6,1716209601206,20/05/2024 12:53:21,1716220401206,3,20/05/2024 18:53:21,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716209601206,20/05/2024 12:53:21,1716220401206,3,20/05/2024 18:53:21,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,89,,,arabs,4,object-11
8,1716209601206,20/05/2024 12:53:21,1716220401206,3,20/05/2024 18:53:21,142922,38,questionnaire-qwx3,,37747385,BLIND,11118974,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 125.0.0.0,1920x1080,1912x958,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716212265365,20/05/2024 13:37:45,1716223065365,3,20/05/2024 19:37:45,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716212268317,20/05/2024 13:37:48,1716223068317,3,20/05/2024 19:37:48,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716212290126,20/05/2024 13:38:10,1716223090126,3,20/05/2024 19:38:10,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716212290144,20/05/2024 13:38:10,1716223090144,3,20/05/2024 19:38:10,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716212325560,20/05/2024 13:38:45,1716223125560,3,20/05/2024 19:38:45,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,86,,,Thermometer,1,object-4
6,1716212325561,20/05/2024 13:38:45,1716223125561,3,20/05/2024 19:38:45,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,100,,,jews,3,object-10
7,1716212325562,20/05/2024 13:38:45,1716223125562,3,20/05/2024 19:38:45,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,70,,,arabs,4,object-11
8,1716212325563,20/05/2024 13:38:45,1716223125563,3,20/05/2024 19:38:45,142922,38,questionnaire-qwx3,,37749053,BLIND,11119522,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x633,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716214728922,20/05/2024 14:18:48,1716225528922,3,20/05/2024 20:18:48,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
2,1716214731685,20/05/2024 14:18:51,1716225531685,3,20/05/2024 20:18:51,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,,info,,50,,,Thermometer,1,object-4
3,1716214740236,20/05/2024 14:19:00,1716225540236,3,20/05/2024 20:19:00,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,jews,3,object-10
4,1716214740238,20/05/2024 14:19:00,1716225540238,3,20/05/2024 20:19:00,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,info,,50,,,arabs,4,object-11
5,1716214765227,20/05/2024 14:19:25,1716225565227,3,20/05/2024 20:19:25,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 2,mfoqtm,2,"<p style=""text-align: center"">מהי עמדתך כלפי ערבים?<span style=""color: #FFFFFF"">ת</span></p>",response,value,27,,,Thermometer,1,object-4
6,1716214765227,20/05/2024 14:19:25,1716225565227,3,20/05/2024 20:19:25,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,76,,,jews,3,object-10
7,1716214765227,20/05/2024 14:19:25,1716225565227,3,20/05/2024 20:19:25,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,Page 3,mkyulh,3,,response,value,67,,,arabs,4,object-11
8,1716214765227,20/05/2024 14:19:25,1716225565227,3,20/05/2024 20:19:25,142922,38,questionnaire-qwx3,,37750237,BLIND,11119801,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x730,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,END,,,,,
1,1716215069468,20/05/2024 14:24:29,1716225869468,3,20/05/2024 20:24:29,142922,38,questionnaire-qwx3,,37750339,BLIND,11119823,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1707x758,,,0,thermometer_ex2,2,ACpass,accepted,agreed,condagree,,,,,info,,BEGIN,,,,,
