Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-1j1y,branch-78ow,branch-dh4q,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1716293027497,21/05/2024 12:03:47,1716293026962,3,21/05/2024 15:03:46,142922,38,task-ba8o,,37766696,BLIND,11125087,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1536x735,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716293050330,21/05/2024 12:04:10,1716293049830,3,21/05/2024 15:04:09,142922,38,task-ba8o,,37766696,BLIND,11125087,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1536x735,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,22817.69999998808,,,,,0,1,0,,,,,,Instr1,
3,1716293062257,21/05/2024 12:04:22,1716293061781,3,21/05/2024 15:04:21,142922,38,task-ba8o,,37766696,BLIND,11125087,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1536x735,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,11938.300000011921,,,,,0,1,0,,,,,,Instr1,
4,1716293064580,21/05/2024 12:04:24,1716293064101,3,21/05/2024 15:04:24,142922,38,task-ba8o,,37766696,BLIND,11125087,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1536x735,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,2316.5,,,,,0,1,0,,,,,,AC1,
5,1716293073478,21/05/2024 12:04:33,1716293072999,3,21/05/2024 15:04:32,142922,38,task-ba8o,,37766696,BLIND,11125087,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,8884.600000023842,,,,,0,1,0,,,,,,Instr2,
6,1716293073616,21/05/2024 12:04:33,1716293073002,3,21/05/2024 15:04:33,142922,38,task-ba8o,,37766696,BLIND,11125087,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,46040,,,,,0,1,0,,,,,,,
1,1716293071412,21/05/2024 12:04:31,1716293071836,3,21/05/2024 15:04:31,142922,38,task-ba8o,,37766712,BLIND,11125100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716293107639,21/05/2024 12:05:07,1716293108110,3,21/05/2024 15:05:08,142922,38,task-ba8o,,37766712,BLIND,11125100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,36232,,,,,0,1,0,,,,,,Instr1,
3,1716293115896,21/05/2024 12:05:15,1716293116366,3,21/05/2024 15:05:16,142922,38,task-ba8o,,37766712,BLIND,11125100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,8250.699999988079,,,,,0,1,0,,,,,,Instr1,
4,1716293120045,21/05/2024 12:05:20,1716293120536,3,21/05/2024 15:05:20,142922,38,task-ba8o,,37766712,BLIND,11125100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4166.4000000000015,,,,,0,1,0,,,,,,AC1,
5,1716293128192,21/05/2024 12:05:28,1716293128682,3,21/05/2024 15:05:28,142922,38,task-ba8o,,37766712,BLIND,11125100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,8137.5,,,,,0,1,0,,,,,,Instr2,
6,1716293128286,21/05/2024 12:05:28,1716293128685,3,21/05/2024 15:05:28,142922,38,task-ba8o,,37766712,BLIND,11125100,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,56849,,,,,0,1,0,,,,,,,
1,1716296095417,21/05/2024 12:54:55,1716296095536,3,21/05/2024 15:54:55,142922,38,task-ba8o,,37767718,BLIND,11125372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716296148069,21/05/2024 12:55:48,1716296148225,3,21/05/2024 15:55:48,142922,38,task-ba8o,,37767718,BLIND,11125372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,52587,,,,,0,1,0,,,,,,Instr1,
3,1716296166384,21/05/2024 12:56:06,1716296166567,3,21/05/2024 15:56:06,142922,38,task-ba8o,,37767718,BLIND,11125372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,18327.200000047684,,,,,0,1,0,,,,,,Instr1,
4,1716296171240,21/05/2024 12:56:11,1716296171409,3,21/05/2024 15:56:11,142922,38,task-ba8o,,37767718,BLIND,11125372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4833.400000000009,,,,,0,1,0,,,,,,AC1,
5,1716296178286,21/05/2024 12:56:18,1716296178468,3,21/05/2024 15:56:18,142922,38,task-ba8o,,37767718,BLIND,11125372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,7049,,,,,0,1,0,,,,,,Instr2,
6,1716296178435,21/05/2024 12:56:18,1716296178472,3,21/05/2024 15:56:18,142922,38,task-ba8o,,37767718,BLIND,11125372,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,82935,,,,,0,1,0,,,,,,,
1,1716296319576,21/05/2024 12:58:39,1716296320020,3,21/05/2024 15:58:40,142922,38,task-ba8o,,37767829,BLIND,11125435,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716296333693,21/05/2024 12:58:53,1716296334166,3,21/05/2024 15:58:54,142922,38,task-ba8o,,37767829,BLIND,11125435,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,14104.699999999953,,,,,0,1,0,,,,,,Instr1,
3,1716296344116,21/05/2024 12:59:04,1716296344606,3,21/05/2024 15:59:04,142922,38,task-ba8o,,37767829,BLIND,11125435,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,10431.400000000023,,,,,0,1,0,,,,,,Instr1,
4,1716296351555,21/05/2024 12:59:11,1716296352045,3,21/05/2024 15:59:12,142922,38,task-ba8o,,37767829,BLIND,11125435,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1536x695,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,7433.0999999999985,,,,,0,1,0,,,,,,AC1,
5,1716296362910,21/05/2024 12:59:22,1716296363402,3,21/05/2024 15:59:23,142922,38,task-ba8o,,37767829,BLIND,11125435,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1707x772,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,11340.09999999986,,,,,0,1,0,,,,,,Instr2,
6,1716296363023,21/05/2024 12:59:23,1716296363405,3,21/05/2024 15:59:23,142922,38,task-ba8o,,37767829,BLIND,11125435,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1536x864,1707x772,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,43386,,,,,0,1,0,,,,,,,
1,1716297083335,21/05/2024 13:11:23,1716297086600,3,21/05/2024 16:11:26,142922,38,task-ba8o,,37768112,BLIND,11125497,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716297125389,21/05/2024 13:12:05,1716297128685,3,21/05/2024 16:12:08,142922,38,task-ba8o,,37768112,BLIND,11125497,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,42001,,,,,0,1,0,,,,,,Instr1,
3,1716297148716,21/05/2024 13:12:28,1716297152016,3,21/05/2024 16:12:32,142922,38,task-ba8o,,37768112,BLIND,11125497,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,23313.69999998808,,,,,0,1,0,,,,,,Instr1,
4,1716297153690,21/05/2024 13:12:33,1716297156984,3,21/05/2024 16:12:36,142922,38,task-ba8o,,37768112,BLIND,11125497,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4968.5,,,,,0,1,0,,,,,,AC1,
5,1716297163494,21/05/2024 13:12:43,1716297166798,3,21/05/2024 16:12:46,142922,38,task-ba8o,,37768112,BLIND,11125497,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,9798.899999976158,,,,,0,1,0,,,,,,Instr2,
6,1716297163668,21/05/2024 13:12:43,1716297166811,3,21/05/2024 16:12:46,142922,38,task-ba8o,,37768112,BLIND,11125497,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,80211,,,,,0,1,0,,,,,,,
1,1716297151389,21/05/2024 13:12:31,1716297150961,3,21/05/2024 16:12:30,142922,38,task-ba8o,,37768140,BLIND,11125516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x800,1280x631,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716297171758,21/05/2024 13:12:51,1716297171349,3,21/05/2024 16:12:51,142922,38,task-ba8o,,37768140,BLIND,11125516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x800,1280x631,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,20302.89999999851,,,,,0,1,0,,,,,,Instr1,
3,1716297185093,21/05/2024 13:13:05,1716297184673,3,21/05/2024 16:13:04,142922,38,task-ba8o,,37768140,BLIND,11125516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x800,1280x631,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,13305.29999999702,,,,,0,1,0,,,,,,Instr1,
4,1716297186671,21/05/2024 13:13:06,1716297186273,3,21/05/2024 16:13:06,142922,38,task-ba8o,,37768140,BLIND,11125516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x800,1280x631,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,1583.5999999999985,,,,,0,1,0,,,,,,AC1,
5,1716297197317,21/05/2024 13:13:17,1716297196923,3,21/05/2024 16:13:16,142922,38,task-ba8o,,37768140,BLIND,11125516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x800,1280x631,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,10630,,,,,0,1,0,,,,,,Instr2,
6,1716297197475,21/05/2024 13:13:17,1716297196931,3,21/05/2024 16:13:16,142922,38,task-ba8o,,37768140,BLIND,11125516,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x800,1280x631,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,45970,,,,,0,1,0,,,,,,,
1,1716297245604,21/05/2024 13:14:05,1716297235761,3,21/05/2024 16:13:55,142922,38,task-ba8o,,37768173,BLIND,11125525,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716297275580,21/05/2024 13:14:35,1716297265781,3,21/05/2024 16:14:25,142922,38,task-ba8o,,37768173,BLIND,11125525,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,29970.900000095367,,,,,0,1,0,,,,,,Instr1,
3,1716297287852,21/05/2024 13:14:47,1716297278060,3,21/05/2024 16:14:38,142922,38,task-ba8o,,37768173,BLIND,11125525,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,12272.099999904633,,,,,0,1,0,,,,,,Instr1,
4,1716297292801,21/05/2024 13:14:52,1716297283003,3,21/05/2024 16:14:43,142922,38,task-ba8o,,37768173,BLIND,11125525,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4933.200000000004,,,,,0,1,0,,,,,,AC1,
5,1716297299033,21/05/2024 13:14:59,1716297289251,3,21/05/2024 16:14:49,142922,38,task-ba8o,,37768173,BLIND,11125525,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6235,,,,,0,1,0,,,,,,Instr2,
6,1716297299173,21/05/2024 13:14:59,1716297289255,3,21/05/2024 16:14:49,142922,38,task-ba8o,,37768173,BLIND,11125525,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,53494,,,,,0,1,0,,,,,,,
1,1716297406298,21/05/2024 13:16:46,1716297405827,3,21/05/2024 16:16:45,142922,38,task-ba8o,,37768229,BLIND,11125538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x945,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716297497364,21/05/2024 13:18:17,1716297496933,3,21/05/2024 16:18:16,142922,38,task-ba8o,,37768229,BLIND,11125538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x945,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,91082.59999999776,,,,,0,1,0,,,,,,Instr1,
3,1716297514866,21/05/2024 13:18:34,1716297514436,3,21/05/2024 16:18:34,142922,38,task-ba8o,,37768229,BLIND,11125538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,2133x1050,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,17497.300000000745,,,,,0,1,0,,,,,,Instr1,
4,1716297519420,21/05/2024 13:18:39,1716297519014,3,21/05/2024 16:18:39,142922,38,task-ba8o,,37768229,BLIND,11125538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,2133x1050,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4579.600000000006,,,,,0,1,0,,,,,,AC1,
5,1716297525902,21/05/2024 13:18:45,1716297525476,3,21/05/2024 16:18:45,142922,38,task-ba8o,,37768229,BLIND,11125538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,2133x1050,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6454.599999997765,,,,,0,1,0,,,,,,Instr2,
6,1716297526029,21/05/2024 13:18:46,1716297525480,3,21/05/2024 16:18:45,142922,38,task-ba8o,,37768229,BLIND,11125538,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,2133x1050,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,119654,,,,,0,1,0,,,,,,,
1,1716297431418,21/05/2024 13:17:11,1716297431320,3,21/05/2024 16:17:11,142922,38,task-ba8o,,37768241,BLIND,11125520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716297634051,21/05/2024 13:20:34,1716297633684,3,21/05/2024 16:20:33,142922,38,task-ba8o,,37768241,BLIND,11125520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,202318.80000001192,,,,,0,1,0,,,,,,Instr1,
3,1716297765551,21/05/2024 13:22:45,1716297765474,3,21/05/2024 16:22:45,142922,38,task-ba8o,,37768241,BLIND,11125520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,131781.39999997616,,,,,0,1,0,,,,,,Instr1,
4,1716297847348,21/05/2024 13:24:07,1716297847278,3,21/05/2024 16:24:07,142922,38,task-ba8o,,37768241,BLIND,11125520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,81798.29999999999,,,,,0,1,0,,,,,,AC1,
5,1716297868785,21/05/2024 13:24:28,1716297868699,3,21/05/2024 16:24:28,142922,38,task-ba8o,,37768241,BLIND,11125520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,21405.599999964237,,,,,0,1,0,,,,,,Instr2,
6,1716297868886,21/05/2024 13:24:28,1716297868701,3,21/05/2024 16:24:28,142922,38,task-ba8o,,37768241,BLIND,11125520,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 125.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,437382,,,,,0,1,0,,,,,,,
1,1716297631632,21/05/2024 13:20:31,1716297632520,3,21/05/2024 16:20:32,142922,38,task-ba8o,,37768305,BLIND,11125571,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716297643285,21/05/2024 13:20:43,1716297643541,3,21/05/2024 16:20:43,142922,38,task-ba8o,,37768305,BLIND,11125571,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10887.89999999851,,,,,0,1,0,,,,,,Instr1,
3,1716297648494,21/05/2024 13:20:48,1716297647687,3,21/05/2024 16:20:47,142922,38,task-ba8o,,37768305,BLIND,11125571,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,4089.599999997765,,,,,0,1,0,,,,,,Instr1,
4,1716297648943,21/05/2024 13:20:48,1716297649779,3,21/05/2024 16:20:49,142922,38,task-ba8o,,37768305,BLIND,11125571,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,2066.800000000003,,,,,0,1,0,,,,,,AC1,
5,1716297654266,21/05/2024 13:20:54,1716297653938,3,21/05/2024 16:20:53,142922,38,task-ba8o,,37768305,BLIND,11125571,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4125.800000000745,,,,,0,1,0,,,,,,Instr2,
6,1716297654463,21/05/2024 13:20:54,1716297653951,3,21/05/2024 16:20:53,142922,38,task-ba8o,,37768305,BLIND,11125571,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,21431,,,,,0,1,0,,,,,,,
1,1716298809612,21/05/2024 13:40:09,1716298809313,3,21/05/2024 16:40:09,142922,38,task-ba8o,,37768792,BLIND,11125700,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1536x864,1536x711,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716298857136,21/05/2024 13:40:57,1716298856858,3,21/05/2024 16:40:56,142922,38,task-ba8o,,37768792,BLIND,11125700,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1536x864,1536x711,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,47514,,,,,0,1,0,,,,,,Instr1,
3,1716298885319,21/05/2024 13:41:25,1716298885069,3,21/05/2024 16:41:25,142922,38,task-ba8o,,37768792,BLIND,11125700,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1696x954,1696x785,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,28201,,,,,0,1,0,,,,,,Instr1,
4,1716298890242,21/05/2024 13:41:30,1716298889950,3,21/05/2024 16:41:29,142922,38,task-ba8o,,37768792,BLIND,11125700,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1696x954,1696x785,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4883.840000000011,,,,,0,1,0,,,,,,AC1,
