Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-1j1y,branch-78ow,branch-dh4q,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
5,1716298897970,21/05/2024 13:41:37,1716298897708,3,21/05/2024 16:41:37,142922,38,task-ba8o,,37768792,BLIND,11125700,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1696x954,1696x785,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,7750,,,,,0,1,0,,,,,,Instr2,
6,1716298898078,21/05/2024 13:41:38,1716298897720,3,21/05/2024 16:41:37,142922,38,task-ba8o,,37768792,BLIND,11125700,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 125.0,1696x954,1696x785,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,88407,,,,,0,1,0,,,,,,,
1,1716298893092,21/05/2024 13:41:33,1716298894114,3,21/05/2024 16:41:34,142922,38,task-ba8o,,37768817,BLIND,11125708,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716298947984,21/05/2024 13:42:27,1716298897475,3,21/05/2024 16:41:37,142922,38,task-ba8o,,37768817,BLIND,11125708,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3218.400000002235,,,,,0,1,0,,,,,,Instr1,
3,1716298986739,21/05/2024 13:43:06,1716298901092,3,21/05/2024 16:41:41,142922,38,task-ba8o,,37768817,BLIND,11125708,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,3581.099999997765,,,,,0,1,0,,,,,,Instr1,
4,1716298986739,21/05/2024 13:43:06,1716298902926,3,21/05/2024 16:41:42,142922,38,task-ba8o,,37768817,BLIND,11125708,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,1833.300000000001,,,,,0,1,0,,,,,,AC1,
5,1716298986739,21/05/2024 13:43:06,1716298905368,3,21/05/2024 16:41:45,142922,38,task-ba8o,,37768817,BLIND,11125708,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2371.199999999255,,,,,0,1,0,,,,,,Instr2,
6,1716298986739,21/05/2024 13:43:06,1716298905370,3,21/05/2024 16:41:45,142922,38,task-ba8o,,37768817,BLIND,11125708,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x641,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,11257,,,,,0,1,0,,,,,,,
1,1716299553651,21/05/2024 13:52:33,1716299556632,3,21/05/2024 16:52:36,142922,38,task-ba8o,,37769023,BLIND,11125780,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716299574768,21/05/2024 13:52:54,1716299577821,3,21/05/2024 16:52:57,142922,38,task-ba8o,,37769023,BLIND,11125780,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21155,,,,,0,1,0,,,,,,Instr1,
3,1716299586855,21/05/2024 13:53:06,1716299589902,3,21/05/2024 16:53:09,142922,38,task-ba8o,,37769023,BLIND,11125780,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,12074.39999999851,,,,,0,1,0,,,,,,Instr1,
4,1716299589165,21/05/2024 13:53:09,1716299592188,3,21/05/2024 16:53:12,142922,38,task-ba8o,,37769023,BLIND,11125780,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,2283.5,,,,,0,1,0,,,,,,AC1,
5,1716299595875,21/05/2024 13:53:15,1716299598926,3,21/05/2024 16:53:18,142922,38,task-ba8o,,37769023,BLIND,11125780,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6729.70000000298,,,,,0,1,0,,,,,,Instr2,
6,1716299595982,21/05/2024 13:53:15,1716299598929,3,21/05/2024 16:53:18,142922,38,task-ba8o,,37769023,BLIND,11125780,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x919,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,42297,,,,,0,1,0,,,,,,,
1,1716301471443,21/05/2024 14:24:31,1716301471121,3,21/05/2024 17:24:31,142922,38,task-ba8o,,37769613,BLIND,11125972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716301518005,21/05/2024 14:25:18,1716301517734,3,21/05/2024 17:25:17,142922,38,task-ba8o,,37769613,BLIND,11125972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,46555.19999998808,,,,,0,1,0,,,,,,Instr1,
3,1716301544757,21/05/2024 14:25:44,1716301544478,3,21/05/2024 17:25:44,142922,38,task-ba8o,,37769613,BLIND,11125972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,26729.59999999404,,,,,0,1,0,,,,,,Instr1,
4,1716301548512,21/05/2024 14:25:48,1716301548255,3,21/05/2024 17:25:48,142922,38,task-ba8o,,37769613,BLIND,11125972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,3743.300000000003,,,,,0,1,0,,,,,,AC1,
5,1716301560633,21/05/2024 14:26:00,1716301560374,3,21/05/2024 17:26:00,142922,38,task-ba8o,,37769613,BLIND,11125972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,12096.59999999404,,,,,0,1,0,,,,,,Instr2,
6,1716301560747,21/05/2024 14:26:00,1716301560377,3,21/05/2024 17:26:00,142922,38,task-ba8o,,37769613,BLIND,11125972,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1536x864,1536x703,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,89256,,,,,0,1,0,,,,,,,
1,1716302188379,21/05/2024 14:36:28,1716302186341,3,21/05/2024 17:36:26,142922,38,task-ba8o,,37769855,BLIND,11126038,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x559,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716302256506,21/05/2024 14:37:36,1716302254524,3,21/05/2024 17:37:34,142922,38,task-ba8o,,37769855,BLIND,11126038,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x559,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,68010.80000001192,,,,,0,1,0,,,,,,Instr1,
3,1716302294401,21/05/2024 14:38:14,1716302292399,3,21/05/2024 17:38:12,142922,38,task-ba8o,,37769855,BLIND,11126038,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x559,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,37850.09999999404,,,,,0,1,0,,,,,,Instr1,
4,1716302299115,21/05/2024 14:38:19,1716302297136,3,21/05/2024 17:38:17,142922,38,task-ba8o,,37769855,BLIND,11126038,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x559,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4716.599999999991,,,,,0,1,0,,,,,,AC1,
5,1716302316971,21/05/2024 14:38:36,1716302314987,3,21/05/2024 17:38:34,142922,38,task-ba8o,,37769855,BLIND,11126038,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x559,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,17826.70000001788,,,,,0,1,0,,,,,,Instr2,
6,1716302317187,21/05/2024 14:38:37,1716302314993,3,21/05/2024 17:38:34,142922,38,task-ba8o,,37769855,BLIND,11126038,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 122.0.0.0,1280x720,1280x559,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,128652,,,,,0,1,0,,,,,,,
1,1716303582464,21/05/2024 14:59:42,1716303582301,3,21/05/2024 17:59:42,142922,38,task-ba8o,,37770326,BLIND,11126232,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716303633906,21/05/2024 15:00:33,1716303633796,3,21/05/2024 18:00:33,142922,38,task-ba8o,,37770326,BLIND,11126232,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,51478.29999998212,,,,,0,1,0,,,,,,Instr1,
3,1716303657406,21/05/2024 15:00:57,1716303657304,3,21/05/2024 18:00:57,142922,38,task-ba8o,,37770326,BLIND,11126232,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,23504.70000001788,,,,,0,1,0,,,,,,Instr1,
4,1716303661705,21/05/2024 15:01:01,1716303661587,3,21/05/2024 18:01:01,142922,38,task-ba8o,,37770326,BLIND,11126232,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4266.699999999997,,,,,0,1,0,,,,,,AC1,
5,1716303670816,21/05/2024 15:01:10,1716303670715,3,21/05/2024 18:01:10,142922,38,task-ba8o,,37770326,BLIND,11126232,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,9122.09999999404,,,,,0,1,0,,,,,,Instr2,
6,1716303670912,21/05/2024 15:01:10,1716303670718,3,21/05/2024 18:01:10,142922,38,task-ba8o,,37770326,BLIND,11126232,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x911,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,88417,,,,,0,1,0,,,,,,,
1,1716304773602,21/05/2024 15:19:33,1716304775372,3,21/05/2024 18:19:35,142922,38,task-ba8o,,37770682,BLIND,11126396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716304807014,21/05/2024 15:20:07,1716304808819,3,21/05/2024 18:20:08,142922,38,task-ba8o,,37770682,BLIND,11126396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,33378.89999997616,,,,,0,1,0,,,,,,Instr1,
3,1716304821052,21/05/2024 15:20:21,1716304822854,3,21/05/2024 18:20:22,142922,38,task-ba8o,,37770682,BLIND,11126396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,14024.699999928474,,,,,0,1,0,,,,,,Instr1,
4,1716304823235,21/05/2024 15:20:23,1716304825037,3,21/05/2024 18:20:25,142922,38,task-ba8o,,37770682,BLIND,11126396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,2164.899999999994,,,,,0,1,0,,,,,,AC1,
5,1716304829568,21/05/2024 15:20:29,1716304831378,3,21/05/2024 18:20:31,142922,38,task-ba8o,,37770682,BLIND,11126396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,6331.399999976158,,,,,0,1,0,,,,,,Instr2,
6,1716304829683,21/05/2024 15:20:29,1716304831384,3,21/05/2024 18:20:31,142922,38,task-ba8o,,37770682,BLIND,11126396,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1280x720,1280x551,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,56012,,,,,0,1,0,,,,,,,
1,1716305291362,21/05/2024 15:28:11,1716305291343,3,21/05/2024 18:28:11,142922,38,task-ba8o,,37770823,BLIND,11126458,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x593,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716305342419,21/05/2024 15:29:02,1716305342107,3,21/05/2024 18:29:02,142922,38,task-ba8o,,37770823,BLIND,11126458,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x593,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,50701.39999961853,,,,,0,1,0,,,,,,Instr1,
3,1716305354238,21/05/2024 15:29:14,1716305354241,3,21/05/2024 18:29:14,142922,38,task-ba8o,,37770823,BLIND,11126458,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x593,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,12120.599999427795,,,,,0,1,0,,,,,,Instr1,
4,1716305359384,21/05/2024 15:29:19,1716305359380,3,21/05/2024 18:29:19,142922,38,task-ba8o,,37770823,BLIND,11126458,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x593,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,5133.300000000003,,,,,0,1,0,,,,,,AC1,
5,1716305366807,21/05/2024 15:29:26,1716305366793,3,21/05/2024 18:29:26,142922,38,task-ba8o,,37770823,BLIND,11126458,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x593,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,7401.299999237061,,,,,0,1,0,,,,,,Instr2,
6,1716305366995,21/05/2024 15:29:26,1716305366796,3,21/05/2024 18:29:26,142922,38,task-ba8o,,37770823,BLIND,11126458,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1280x720,1280x593,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,75453,,,,,0,1,0,,,,,,,
1,1716306198241,21/05/2024 15:43:18,1716306194760,3,21/05/2024 18:43:14,142922,38,task-ba8o,,37771198,BLIND,11126597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1528x716,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716306230710,21/05/2024 15:43:50,1716306227284,3,21/05/2024 18:43:47,142922,38,task-ba8o,,37771198,BLIND,11126597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1528x716,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,32467.299999713898,,,,,0,1,0,,,,,,Instr1,
3,1716306244000,21/05/2024 15:44:04,1716306240575,3,21/05/2024 18:44:00,142922,38,task-ba8o,,37771198,BLIND,11126597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1528x716,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,13279.900000095367,,,,,0,1,0,,,,,,Instr1,
4,1716306263652,21/05/2024 15:44:23,1716306260235,3,21/05/2024 18:44:20,142922,38,task-ba8o,,37771198,BLIND,11126597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1528x716,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,19666.899999999994,,,,,0,1,0,,,,,,AC1,
5,1716306276359,21/05/2024 15:44:36,1716306272945,3,21/05/2024 18:44:32,142922,38,task-ba8o,,37771198,BLIND,11126597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1528x716,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,12693.099999904633,,,,,0,1,0,,,,,,Instr2,
6,1716306276475,21/05/2024 15:44:36,1716306272961,3,21/05/2024 18:44:32,142922,38,task-ba8o,,37771198,BLIND,11126597,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 124.0.0.0,1536x864,1528x716,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,78201,,,,,0,1,0,,,,,,,
1,1716306379266,21/05/2024 15:46:19,1716306329750,3,21/05/2024 18:45:29,142922,38,task-ba8o,,37771293,BLIND,11126549,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1499x935,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716306390479,21/05/2024 15:46:30,1716306340986,3,21/05/2024 18:45:40,142922,38,task-ba8o,,37771293,BLIND,11126549,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1499x935,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11161.799999952316,,,,,0,1,0,,,,,,Instr1,
3,1716306395563,21/05/2024 15:46:35,1716306346078,3,21/05/2024 18:45:46,142922,38,task-ba8o,,37771293,BLIND,11126549,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1499x935,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,5084.5,,,,,0,1,0,,,,,,Instr1,
4,1716306399646,21/05/2024 15:46:39,1716306350148,3,21/05/2024 18:45:50,142922,38,task-ba8o,,37771293,BLIND,11126549,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1499x935,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,4083.399999999998,,,,,0,1,0,,,,,,AC1,
5,1716306404851,21/05/2024 15:46:44,1716306355371,3,21/05/2024 18:45:55,142922,38,task-ba8o,,37771293,BLIND,11126549,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1499x935,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5210.799999952316,,,,,0,1,0,,,,,,Instr2,
6,1716306404952,21/05/2024 15:46:44,1716306355376,3,21/05/2024 18:45:55,142922,38,task-ba8o,,37771293,BLIND,11126549,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1499x935,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,25626,,,,,0,1,0,,,,,,,
1,1716308587838,21/05/2024 16:23:07,1716308585611,3,21/05/2024 19:23:05,142922,38,task-ba8o,,37772132,BLIND,11126814,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x599,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716308638019,21/05/2024 16:23:58,1716308635830,3,21/05/2024 19:23:55,142922,38,task-ba8o,,37772132,BLIND,11126814,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x599,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,50173.80000000447,,,,,0,1,0,,,,,,Instr1,
3,1716308646803,21/05/2024 16:24:06,1716308644620,3,21/05/2024 19:24:04,142922,38,task-ba8o,,37772132,BLIND,11126814,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x599,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,2,Screen 2,advancementZone,continue_button,8782.39999999851,,,,,0,1,0,,,,,,Instr1,
4,1716308660997,21/05/2024 16:24:20,1716308658833,3,21/05/2024 19:24:18,142922,38,task-ba8o,,37772132,BLIND,11126814,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x599,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,script,force_advance,14219.400000000001,,,,,0,1,0,,,,,,AC1,
5,1716308675905,21/05/2024 16:24:35,1716308673732,3,21/05/2024 19:24:33,142922,38,task-ba8o,,37772132,BLIND,11126814,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x599,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,14890.90000000596,,,,,0,1,0,,,,,,Instr2,
6,1716308676018,21/05/2024 16:24:36,1716308673735,3,21/05/2024 19:24:33,142922,38,task-ba8o,,37772132,BLIND,11126814,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1366x768,1366x599,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,END TASK,,,,,88124,,,,,0,1,0,,,,,,,
1,1716308765314,21/05/2024 16:26:05,1716308763622,1,21/05/2024 17:26:03,142922,38,task-ba8o,,37772232,BLIND,11126852,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1716308798747,21/05/2024 16:26:38,1716308797015,1,21/05/2024 17:26:37,142922,38,task-ba8o,,37772232,BLIND,11126852,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 124.0.0.0,1920x1080,1920x953,,,,AttentionCheck_ex2_english,12,ACpass,accepted,agreed,condagree,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,33352.60000002384,,,,,0,1,0,,,,,,Instr1,
