Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-dg7x,branch-bgon,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Manipulation: Spreadsheet
15,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,2,task,Screen 2,ywtl6p,1,continue,,2423.4,2414.8,2423.4,2423.4,2414.8,2423.4,1,2423.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-028-N.png,
16,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,2,task,Screen 2,ywtl6p,1,response,45,799.3,2414.8,2428.8,799.3,2414.8,2428.8,1,799.3,1629.5,0,,Slider,Slider,2,object-12,task,IFD_M-028-N.png,
17,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,3,task,Screen 2,ywtl6p,1,info,50,16.9,0,16.9,16.9,0,16.9,1,16.9,0,0,,Slider,Slider,2,object-12,task,CFD_M-227-N.png,
18,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,3,task,Screen 2,ywtl6p,1,continue,,2153,2147.7,2153,2153,2147.7,2153,1,2153,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-227-N.png,
19,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,3,task,Screen 2,ywtl6p,1,response,89,915.6,2147.7,2153.3,915.6,2147.7,2153.3,1,915.6,1237.7,0,,Slider,Slider,2,object-12,task,CFD_M-227-N.png,
20,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,4,task,Screen 2,ywtl6p,1,info,50,11.6,0,11.6,11.6,0,11.6,1,11.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-017-N.png,
21,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,4,task,Screen 2,ywtl6p,1,continue,,2165,2148.3,2165,2165,2148.3,2165,1,2165,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-017-N.png,
22,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,4,task,Screen 2,ywtl6p,1,response,56,832.6,2148.3,2165,832.6,2148.3,2165,1,832.6,1332.4,0,,Slider,Slider,2,object-12,task,IFD_M-017-N.png,
23,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,5,task,Screen 2,ywtl6p,1,info,50,16.7,0,16.7,16.7,0,16.7,1,16.7,0,0,,Slider,Slider,2,object-12,task,IFD_M-035-N.png,
24,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,5,task,Screen 2,ywtl6p,1,continue,,2160.5,2148.1,2160.5,2160.5,2148.1,2160.5,1,2160.5,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-035-N.png,
25,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,5,task,Screen 2,ywtl6p,1,response,60,899.3,2148.1,2160.9,899.3,2148.1,2160.9,1,899.3,1261.6,0,,Slider,Slider,2,object-12,task,IFD_M-035-N.png,
26,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,6,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-036-N.png,
27,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,6,task,Screen 2,ywtl6p,1,continue,,2332.8,2331.3,2332.8,2332.8,2331.3,2332.8,1,2332.8,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-036-N.png,
28,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,6,task,Screen 2,ywtl6p,1,response,39,1215.7,2331.3,2333.4,1215.7,2331.3,2333.4,1,1215.7,1117.7,0,,Slider,Slider,2,object-12,task,IFD_M-036-N.png,
29,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,7,task,Screen 2,ywtl6p,1,info,50,8.9,0,8.9,8.9,0,8.9,1,8.9,0,0,,Slider,Slider,2,object-12,task,IFD_M-107-N.png,
30,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,7,task,Screen 2,ywtl6p,1,continue,,2218.7,2214.8,2218.7,2218.7,2214.8,2218.7,1,2218.7,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-107-N.png,
31,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,7,task,Screen 2,ywtl6p,1,response,42,1032.4,2214.8,2226,1032.4,2214.8,2226,1,1032.4,1193.6,0,,Slider,Slider,2,object-12,task,IFD_M-107-N.png,
32,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,8,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-221-N.png,
33,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,8,task,Screen 2,ywtl6p,1,continue,,2098,2081.5,2098,2098,2081.5,2098,1,2098,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-221-N.png,
34,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,8,task,Screen 2,ywtl6p,1,response,87,816,2081.5,2098,816,2081.5,2098,1,816,1282,0,,Slider,Slider,2,object-12,task,CFD_M-221-N.png,
35,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,9,task,Screen 2,ywtl6p,1,info,50,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Slider,2,object-12,task,CFD_M-204-N.png,
36,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,9,task,Screen 2,ywtl6p,1,continue,,2122.4,2114.7,2122.4,2122.4,2114.7,2122.4,1,2122.4,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-204-N.png,
37,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,9,task,Screen 2,ywtl6p,1,response,25,566.2,2114.7,2122.9,566.2,2114.7,2122.9,1,566.2,1556.7,0,,Slider,Slider,2,object-12,task,CFD_M-204-N.png,
38,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,10,task,Screen 2,ywtl6p,1,info,50,15.1,0,15.1,15.1,0,15.1,1,15.1,0,0,,Slider,Slider,2,object-12,task,CFD_M-206-N.png,
39,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,10,task,Screen 2,ywtl6p,1,continue,,2638.4,2631.1,2638.4,2638.4,2631.1,2638.4,1,2638.4,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-206-N.png,
40,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,10,task,Screen 2,ywtl6p,1,response,82,583,2631.1,2638.8,583,2631.1,2638.8,1,583,2055.8,0,,Slider,Slider,2,object-12,task,CFD_M-206-N.png,
41,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,11,task,Screen 2,ywtl6p,1,info,50,15.1,0,15.1,15.1,0,15.1,1,15.1,0,0,,Slider,Slider,2,object-12,task,IFD_M-018-N.png,
42,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,11,task,Screen 2,ywtl6p,1,continue,,2151.4,2148.2,2151.4,2151.4,2148.2,2151.4,1,2151.4,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-018-N.png,
43,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,11,task,Screen 2,ywtl6p,1,response,35,749.7,2148.2,2151.9,749.7,2148.2,2151.9,1,749.7,1402.2,0,,Slider,Slider,2,object-12,task,IFD_M-018-N.png,
44,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,12,task,Screen 2,ywtl6p,1,info,50,16.6,0,16.6,16.6,0,16.6,1,16.6,0,0,,Slider,Slider,2,object-12,task,IFD_M-039-N.png,
45,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,12,task,Screen 2,ywtl6p,1,continue,,2059.3,2048.3,2059.3,2059.3,2048.3,2059.3,1,2059.3,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-039-N.png,
46,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,12,task,Screen 2,ywtl6p,1,response,97,616,2048.3,2065.1,616,2048.3,2065.1,1,616,1449.1,0,,Slider,Slider,2,object-12,task,IFD_M-039-N.png,
47,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,13,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-235-N.png,
48,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,13,task,Screen 2,ywtl6p,1,continue,,2283.6,2281.1,2283.6,2283.6,2281.1,2283.6,1,2283.6,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-235-N.png,
49,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,13,task,Screen 2,ywtl6p,1,response,14,949.1,2281.1,2284,949.1,2281.1,2284,1,949.1,1334.9,0,,Slider,Slider,2,object-12,task,CFD_M-235-N.png,
50,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,14,task,Screen 2,ywtl6p,1,info,50,12.9,0,12.9,12.9,0,12.9,1,12.9,0,0,,Slider,Slider,2,object-12,task,CFD_M-223-N.png,
51,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,14,task,Screen 2,ywtl6p,1,continue,,2073.7,2065,2073.7,2073.7,2065,2073.7,1,2073.7,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-223-N.png,
52,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,14,task,Screen 2,ywtl6p,1,response,17,566.3,2065,2073.9,566.3,2065,2073.9,1,566.3,1507.6,0,,Slider,Slider,2,object-12,task,CFD_M-223-N.png,
53,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,15,task,Screen 2,ywtl6p,1,info,50,15.29999999,0,15.29999999,15.29999999,0,15.29999999,1,15.29999999,0,0,,Slider,Slider,2,object-12,task,IFD_M-032-N.png,
54,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,15,task,Screen 2,ywtl6p,1,continue,,2080.8,2065,2080.8,2080.8,2065,2080.8,1,2080.8,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-032-N.png,
55,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,15,task,Screen 2,ywtl6p,1,response,42,815.9,2065,2081.4,815.9,2065,2081.4,1,815.9,1265.5,0,,Slider,Slider,2,object-12,task,IFD_M-032-N.png,
56,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,16,task,Screen 2,ywtl6p,1,info,50,17,0,17,17,0,17,1,17,0,0,,Slider,Slider,2,object-12,task,CFD_M-201-N.png,
57,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,16,task,Screen 2,ywtl6p,1,continue,,2271.8,2264.6,2271.8,2271.8,2264.6,2271.8,1,2271.8,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-201-N.png,
58,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,16,task,Screen 2,ywtl6p,1,response,43,632.6,2264.6,2272.4,632.6,2264.6,2272.4,1,632.6,1639.8,0,,Slider,Slider,2,object-12,task,CFD_M-201-N.png,
59,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,17,task,Screen 2,ywtl6p,1,info,50,16.69999999,0,16.69999999,16.69999999,0,16.69999999,1,16.69999999,0,0,,Slider,Slider,2,object-12,task,IFD_M-087-N.png,
60,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,17,task,Screen 2,ywtl6p,1,continue,,2247.3,2231.3,2247.3,2247.3,2231.3,2247.3,1,2247.3,0,0,,Click To Continue,Continue Button,3,object-18,task,IFD_M-087-N.png,
61,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,17,task,Screen 2,ywtl6p,1,response,86,582.7,2231.3,2248.1,582.7,2231.3,2248.1,1,582.7,1665.4,0,,Slider,Slider,2,object-12,task,IFD_M-087-N.png,
62,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,18,task,Screen 2,ywtl6p,1,info,50,16.8,0,16.8,16.8,0,16.8,1,16.8,0,0,,Slider,Slider,2,object-12,task,CFD_M-214-N.png,
63,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,18,task,Screen 2,ywtl6p,1,continue,,2241.1,2231.4,2241.1,2241.1,2231.4,2241.1,1,2241.1,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-214-N.png,
64,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,18,task,Screen 2,ywtl6p,1,response,13,749.3,2231.4,2241.5,749.3,2231.4,2241.5,1,749.3,1492.2,0,,Slider,Slider,2,object-12,task,CFD_M-214-N.png,
65,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,19,task,Screen 2,ywtl6p,1,info,50,16.2,0,16.2,16.2,0,16.2,1,16.2,0,0,,Slider,Slider,2,object-12,task,CFD_M-213-N.png,
66,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,19,task,Screen 2,ywtl6p,1,continue,,2337.1,2331.4,2337.1,2337.1,2331.4,2337.1,1,2337.1,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-213-N.png,
67,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,19,task,Screen 2,ywtl6p,1,response,26,1165.7,2331.4,2337.7,1165.7,2331.4,2337.7,1,1165.7,1172,0,,Slider,Slider,2,object-12,task,CFD_M-213-N.png,
68,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,20,task,Screen 2,ywtl6p,1,info,50,14.7,0,14.7,14.7,0,14.7,1,14.7,0,0,,Slider,Slider,2,object-12,task,CFD_M-252-N.png,
69,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,20,task,Screen 2,ywtl6p,1,continue,,2160.8,2148,2160.8,2160.8,2148,2160.8,1,2160.8,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-252-N.png,
70,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,20,task,Screen 2,ywtl6p,1,response,64,1149,2148,2161.3,1149,2148,2161.3,1,1149,1012.3,0,,Slider,Slider,2,object-12,task,CFD_M-252-N.png,
71,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,21,task,Screen 2,ywtl6p,1,info,50,16.4,0,16.4,16.4,0,16.4,1,16.4,0,0,,Slider,Slider,2,object-12,task,CFD_M-200-N.png,
72,1.71E+12,11/04/2024 9:45,1.71E+12,3,11/04/2024 15:45,142922,11,task-drsy,,36921825,,14,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 123.0.0.0,1536x864,2304x1042,,,0,perceived_threat_ex2,4,ACpass,accepted,spreadsheet1,21,task,Screen 2,ywtl6p,1,continue,,2137.3,2131.6,2137.3,2137.3,2131.6,2137.3,1,2137.3,0,0,,Click To Continue,Continue Button,3,object-18,task,CFD_M-200-N.png,
